art_folder,art_file,sprite_folder,sprite_file
0800necrozma,0800 Necrozma Ultra.png,0800necrozma,necrozma-ultra_right.png
0800necrozma,0800 Necrozma.png,0800necrozma,necrozma.png
0801magearna,0801 Magearna.png,0801magearna,magearna.png
0802marshadow,0802 Marshadow.png,0802marshadow,marshadow.png
0803poipole,0803 Poipole.png,0803poipole,poipole.png
0804naganadel,0804 Naganadel.png,0804naganadel,naganadel.png
0805stakataka,0805 Stakataka.png,0805stakataka,stakataka.png
0806blacephalon,0806 Blacephalon.png,0806blacephalon,blacephalon.png
0807zeraora,0807 Zeraora.png,0807zeraora,zeraora.png
0808meltan,0808 Meltan.png,0808meltan,meltan.png
0809melmetal,0809 Melmetal.png,0809melmetal,melmetal.png
0809melmetal,0809Melmetal-Gigantamax.png,0809melmetal,melmetal-gmax.png
0810grookey,0810 Grookey 2.png,0810grookey,grookey.png
0811thwackey,0811 Thwackey.png,0811thwackey,thwackey.png
0812rillaboom,0812 Rillaboom.png,0812rillaboom,rillaboom.png
0812rillaboom,0812Rillaboom-Gigantamax.png,0812rillaboom,rillaboom-gmax.png
0813scorbunny,0813 Scorbunny.png,0813scorbunny,scorbunny.png
0815cinderace,0815Cinderace-Gigantamax.png,0815cinderace,cinderace-gmax.png
0816sobble,0816 Sobble.png,0816sobble,sobble.png
0817drizzile,0817 Drizzile.png,0817drizzile,drizzile.png
0818inteleon,0818 Inteleon Gigantamax 2.png,0818inteleon,inteleon-gmax.png
0818inteleon,0818 Inteleon.png,0818inteleon,inteleon.png
0822corvisquire,0822 Corvisquire.png,0822corvisquire,corvisquire.png
0823corviknight,0823Corviknight-Gigantamax.png,0823corviknight,corviknight-gmax.png
0824blipbug,0824 Blipbug.png,0824blipbug,blipbug.png
0826orbeetle,0826 Orbeetle Gigantamax.png,0826orbeetle,orbeetle-gmax.png
0826orbeetle,0826 Orbeetle.png,0826orbeetle,orbeetle.png
0828thievul,0828 Thievul.png,0828thievul,thievul.png
0829gossifleur,0829 Gossifleur.png,0829gossifleur,gossifleur.png
0830eldegoss,0830 Eldegoss.png,0830eldegoss,eldegoss.png
0831wooloo,0831 Wooloo 2.png,0831wooloo,wooloo.png
0833chewtle,0833 Chewtle.png,0833chewtle,chewtle.png
0834drednaw,0834 Drednaw Gigantamax.png,0834drednaw,drednaw-gmax.png
0834drednaw,0834 Drednaw.png,0834drednaw,drednaw.png
0836boltund,0836 Boltund.png,0836boltund,boltund.png
0837rolycoly,0837 Rolycoly.png,0837rolycoly,rolycoly.png
0839coalossal,0839 Coalossal Gigantamax.png,0839coalossal,coalossal-gmax.png
0839coalossal,0839 Coalossal.png,0839coalossal,coalossal.png
0840applin,0840 Applin.png,0840applin,applin.png
0841flapple,0841 Flapple Gigantamax.png,0841flapple,flapple-gmax.png
0841flapple,0841 Flapple.png,0841flapple,flapple.png
0842appletun,0842 Appletun.png,0842appletun,appletun.png
0843silicobra,0843 Silicobra.png,0843silicobra,silicobra.png
0844sandaconda,0844 Sandaconda Gigantamax.png,0844sandaconda,sandaconda-gmax.png
0846arrokuda,0846 Arrokuda.png,0846arrokuda,arrokuda.png
0847barraskewda,0847 Barraskewda.png,0847barraskewda,barraskewda.png
0848toxel,0848 Toxel.png,0848toxel,toxel.png
0849toxtricity,0849 Toxtricity Amped.png,0849toxtricity,toxtricity.png
0849toxtricity,0849 Toxtricity Gigantamax.png,0849toxtricity,toxtricity-gmax.png
0849toxtricity,0849 Toxtricity Low Key.png,0849toxtricity,toxtricity-low-key.png
0851centiskorch,0851 Centiskorch Gigantamax.png,0851centiskorch,centiskorch-gmax.png
0851centiskorch,0851 Centiskorch.png,0851centiskorch,centiskorch.png
0852clobbopus,0852 Clobbopus.png,0852clobbopus,clobbopus.png
0853grapploct,0853 Grapploct.png,0853grapploct,grapploct.png
0854sinistea,0854 Sinistea.png,0854sinistea,sinistea.png
0855polteageist,0855 Polteageist.png,0855polteageist,polteageist.png
0856hatenna,0856 Hatenna.png,0856hatenna,hatenna.png
0857hattrem,0857 Hattrem.png,0857hattrem,hattrem.png
0858hatterene,0858 Hatterene.png,0858hatterene,hatterene.png
0859impidimp,0859 Impidimp.png,0859impidimp,impidimp.png
0860morgrem,0860 Morgrem.png,0860morgrem,morgrem.png
0861grimmsnarl,0861 Grimmsnarl Gigantamax.png,0861grimmsnarl,grimmsnarl-gmax.png
0861grimmsnarl,0861 Grimmsnarl.png,0861grimmsnarl,grimmsnarl.png
0862obstagoon,0862 Obstagoon.png,0862obstagoon,obstagoon.png
0863perrserker,0863 Perrserker.png,0863perrserker,perrserker.png
0864cursola,0864 Cursola.png,0864cursola,cursola.png
0865sirfetch'd,0865 Sirfetch'd.png,0865sirfetch'd,sirfetch_d.png
0866mr. rime,0866 Mr. Rime.png,0866mr. rime,mr. rime.png
0867runerigus,0867 Runerigus.png,0867runerigus,runerigus.png
0869alcremie,0869 Alcremie Gigantamax.png,0869alcremie,alcremie-gmax.png
0869alcremie,0869 Alcremie.png,0869alcremie,alcremie.png
0870falinks,0870 Falinks.png,0870falinks,falinks.png
0871pincurchin,0871 Pincurchin.png,0871pincurchin,pincurchin.png
0874stonjourner,0874 Stonjourner.png,0874stonjourner,stonjourner.png
0875eiscue,0875 Eiscue Ice.png,0875eiscue,eiscue.png
0875eiscue,0875 Eiscue Noice.png,0875eiscue,eiscue-noice.png
0876indeedee,0876 Indeedee Female.png,0876indeedee,indeedee_female.png
0876indeedee,0876 Indeedee Male.png,0876indeedee,indeedee.png
0877morpeko,0877 Morpeko Full.png,0877morpeko,morpeko.png
0877morpeko,0877 Morpeko Hangry.png,0877morpeko,morpeko-hangry.png
0879copperajah,0879 Copperajah Gigantamax.png,0879copperajah,copperajah-gmax.png
0879copperajah,0879 Copperajah.png,0879copperajah,copperajah.png
0880dracozolt,0880 Dracozolt.png,0880dracozolt,dracozolt.png
0881arctozolt,0881 Arctozolt.png,0881arctozolt,arctozolt.png
0882dracovish,0882 Dracovish.png,0882dracovish,dracovish.png
0883arctovish,0883 Arctovish.png,0883arctovish,arctovish.png
0884duraludon,0884 Duraludon.png,0884duraludon,duraludon.png
0885dreepy,0885 Dreepy.png,0885dreepy,dreepy.png
0886drakloak,0886 Drakloak.png,0886drakloak,drakloak.png
0887dragapult,0887 Dragapult.png,0887dragapult,dragapult.png
0889zamazenta,0889 Zamazenta Hero.png,0889zamazenta,zamazenta.png
0889zamazenta,0889 Zamazenta.png,0889zamazenta,zamazenta-crowned.png
0890eternatus,0890 Eternatus.png,0890eternatus,eternatus.png
0891kubfu,0891 Kubfu.png,0891kubfu,kubfu.png
0892urshifu,0892 Urshifu Gigantamax Rapid Strike.png,0892urshifu,urshifu-rapid-strike-gmax.png
0892urshifu,0892 Urshifu Gigantamax Single Strike.png,0892urshifu,urshifu-gmax.png
0892urshifu,0892 Urshifu Single Strike.png,0892urshifu,urshifu.png
0893zarude,0893 Zarude.png,0893zarude,zarude.png
0894regieleki,0894 Regieleki.png,0894regieleki,regieleki.png
0896glastrier,0896 Glastrier.png,0896glastrier,glastrier.png
0897spectrier,0897 Spectrier.png,0897spectrier,spectrier.png
0898calyrex,0898 Calyrex Ice Rider.png,0898calyrex,calyrex-ice-rider.png
0898calyrex,0898 Calyrex.png,0898calyrex,calyrex.png
0900kleavor,0900 Kleavor.png,0900kleavor,kleavor.png
0901ursaluna,0901 Ursaluna.png,0901ursaluna,ursaluna.png
0902basculegion,0902 Basculegion Female.png,0902basculegion,basculegion_female.png
0902basculegion,0902 Basculegion Male.png,0902basculegion,basculegion.png
0903sneasler,0903 Sneasler.png,0903sneasler,sneasler.png
0904overqwil,0904 Overqwil.png,0904overqwil,overqwil.png
0905enamorus,0905 Enamorus Therian.png,0905enamorus,enamorus-therian.png
0905enamorus,0905 Enamorus.png,0905enamorus,enamorus.png
