project_file,sprite_file,status,reason
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0453croagunk/poke_capture_0453_000_md_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0453croagunk/croagunk.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0453croagunk/poke_capture_0453_000_md_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0453croagunk/croagunk_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0454toxicroak/poke_capture_0454_000_fd_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0454toxicroak/toxicroak.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0454toxicroak/poke_capture_0454_000_fd_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0454toxicroak/toxicroak_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0454toxicroak/poke_capture_0454_000_md_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0454toxicroak/toxicroak.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0454toxicroak/poke_capture_0454_000_md_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0454toxicroak/toxicroak_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0455carnivine/poke_capture_0455_000_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0455carnivine/carnivine.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0455carnivine/poke_capture_0455_000_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0455carnivine/carnivine_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0456finneon/poke_capture_0456_000_fd_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0456finneon/finneon.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0456finneon/poke_capture_0456_000_fd_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0456finneon/finneon_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0456finneon/poke_capture_0456_000_md_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0456finneon/finneon.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0456finneon/poke_capture_0456_000_md_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0456finneon/finneon_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0457lumineon/poke_capture_0457_000_fd_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0457lumineon/lumineon.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0457lumineon/poke_capture_0457_000_fd_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0457lumineon/lumineon_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0457lumineon/poke_capture_0457_000_md_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0457lumineon/lumineon.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0457lumineon/poke_capture_0457_000_md_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0457lumineon/lumineon_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0458mantyke/poke_capture_0458_000_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0458mantyke/mantyke.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0458mantyke/poke_capture_0458_000_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0458mantyke/mantyke_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0459snover/poke_capture_0459_000_fd_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0459snover/snover.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0459snover/poke_capture_0459_000_fd_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0459snover/snover_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0459snover/poke_capture_0459_000_md_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0459snover/snover.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0459snover/poke_capture_0459_000_md_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0459snover/snover_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0460abomasnow/poke_capture_0460_000_fd_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0460abomasnow/abomasnow.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0460abomasnow/poke_capture_0460_000_fd_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0460abomasnow/abomasnow_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0460abomasnow/poke_capture_0460_000_md_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0460abomasnow/abomasnow.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0460abomasnow/poke_capture_0460_000_md_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0460abomasnow/abomasnow_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0460abomasnow/poke_capture_0460_001_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0460abomasnow/abomasnow-mega.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0460abomasnow/poke_capture_0460_001_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0460abomasnow/abomasnow-mega_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0461weavile/poke_capture_0461_000_fd_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0461weavile/weavile.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0461weavile/poke_capture_0461_000_fd_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0461weavile/weavile_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0461weavile/poke_capture_0461_000_md_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0461weavile/weavile.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0461weavile/poke_capture_0461_000_md_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0461weavile/weavile_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0462magnezone/poke_capture_0462_000_uk_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0462magnezone/magnezone.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0462magnezone/poke_capture_0462_000_uk_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0462magnezone/magnezone_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0463lickilicky/poke_capture_0463_000_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0463lickilicky/lickilicky.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0463lickilicky/poke_capture_0463_000_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0463lickilicky/lickilicky_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0464rhyperior/poke_capture_0464_000_fd_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0464rhyperior/rhyperior.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0464rhyperior/poke_capture_0464_000_fd_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0464rhyperior/rhyperior_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0464rhyperior/poke_capture_0464_000_md_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0464rhyperior/rhyperior.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0464rhyperior/poke_capture_0464_000_md_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0464rhyperior/rhyperior_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0465tangrowth/poke_capture_0465_000_fd_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0465tangrowth/tangrowth.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0465tangrowth/poke_capture_0465_000_fd_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0465tangrowth/tangrowth_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0465tangrowth/poke_capture_0465_000_md_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0465tangrowth/tangrowth.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0465tangrowth/poke_capture_0465_000_md_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0465tangrowth/tangrowth_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0466electivire/poke_capture_0466_000_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0466electivire/electivire.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0466electivire/poke_capture_0466_000_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0466electivire/electivire_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0467magmortar/poke_capture_0467_000_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0467magmortar/magmortar.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0467magmortar/poke_capture_0467_000_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0467magmortar/magmortar_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0468togekiss/poke_capture_0468_000_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0468togekiss/togekiss.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0468togekiss/poke_capture_0468_000_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0468togekiss/togekiss_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0469yanmega/poke_capture_0469_000_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0469yanmega/yanmega.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0469yanmega/poke_capture_0469_000_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0469yanmega/yanmega_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0470leafeon/poke_capture_0470_000_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0470leafeon/leafeon.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0470leafeon/poke_capture_0470_000_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0470leafeon/leafeon_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0471glaceon/poke_capture_0471_000_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0471glaceon/glaceon.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0471glaceon/poke_capture_0471_000_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0471glaceon/glaceon_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0472gliscor/poke_capture_0472_000_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0472gliscor/gliscor.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0472gliscor/poke_capture_0472_000_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0472gliscor/gliscor_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0473mamoswine/poke_capture_0473_000_fd_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0473mamoswine/mamoswine.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0473mamoswine/poke_capture_0473_000_fd_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0473mamoswine/mamoswine_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0473mamoswine/poke_capture_0473_000_md_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0473mamoswine/mamoswine.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0473mamoswine/poke_capture_0473_000_md_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0473mamoswine/mamoswine_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0474porygon-z/poke_capture_0474_000_uk_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0474porygon-z/porygon-z.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0474porygon-z/poke_capture_0474_000_uk_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0474porygon-z/porygon-z_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0475gallade/poke_capture_0475_000_mo_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0475gallade/gallade.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0475gallade/poke_capture_0475_000_mo_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0475gallade/gallade_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0475gallade/poke_capture_0475_001_mo_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0475gallade/gallade-mega.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0475gallade/poke_capture_0475_001_mo_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0475gallade/gallade-mega_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0476probopass/poke_capture_0476_000_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0476probopass/probopass.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0476probopass/poke_capture_0476_000_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0476probopass/probopass_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0477dusknoir/poke_capture_0477_000_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0477dusknoir/dusknoir.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0477dusknoir/poke_capture_0477_000_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0477dusknoir/dusknoir_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0478froslass/poke_capture_0478_000_fo_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0478froslass/froslass.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0478froslass/poke_capture_0478_000_fo_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0478froslass/froslass_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0479rotom/poke_capture_0479_000_uk_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0479rotom/rotom.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0479rotom/poke_capture_0479_000_uk_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0479rotom/rotom_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0479rotom/poke_capture_0479_001_uk_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0479rotom/rotom-fan.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0479rotom/poke_capture_0479_001_uk_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0479rotom/rotom-fan_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0479rotom/poke_capture_0479_002_uk_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0479rotom/rotom-frost.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0479rotom/poke_capture_0479_002_uk_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0479rotom/rotom-frost_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0479rotom/poke_capture_0479_003_uk_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0479rotom/rotom-heat.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0479rotom/poke_capture_0479_003_uk_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0479rotom/rotom-heat_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0479rotom/poke_capture_0479_004_uk_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0479rotom/rotom-mow.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0479rotom/poke_capture_0479_004_uk_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0479rotom/rotom-mow_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0479rotom/poke_capture_0479_005_uk_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0479rotom/rotom-wash.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0479rotom/poke_capture_0479_005_uk_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0479rotom/rotom-wash_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0480uxie/poke_capture_0480_000_uk_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0480uxie/uxie.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0480uxie/poke_capture_0480_000_uk_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0480uxie/uxie_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0481mesprit/poke_capture_0481_000_uk_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0481mesprit/mesprit.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0481mesprit/poke_capture_0481_000_uk_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0481mesprit/mesprit_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0482azelf/poke_capture_0482_000_uk_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0482azelf/azelf.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0482azelf/poke_capture_0482_000_uk_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0482azelf/azelf_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0483dialga/poke_capture_0483_000_uk_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0483dialga/dialga.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0483dialga/poke_capture_0483_000_uk_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0483dialga/dialga_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0484palkia/poke_capture_0484_000_uk_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0484palkia/palkia.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0484palkia/poke_capture_0484_000_uk_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0484palkia/palkia_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0485heatran/poke_capture_0485_000_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0485heatran/heatran.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0485heatran/poke_capture_0485_000_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0485heatran/heatran_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0486regigigas/poke_capture_0486_000_uk_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0486regigigas/regigigas.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0486regigigas/poke_capture_0486_000_uk_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0486regigigas/regigigas_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0487giratina/poke_capture_0487_000_uk_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0487giratina/giratina.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0487giratina/poke_capture_0487_000_uk_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0487giratina/giratina_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0487giratina/poke_capture_0487_001_uk_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0487giratina/giratina-origin.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0487giratina/poke_capture_0487_001_uk_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0487giratina/giratina-origin_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0488cresselia/poke_capture_0488_000_fo_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0488cresselia/cresselia.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0488cresselia/poke_capture_0488_000_fo_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0488cresselia/cresselia_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0489phione/poke_capture_0489_000_uk_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0489phione/phione.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0489phione/poke_capture_0489_000_uk_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0489phione/phione_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0490manaphy/poke_capture_0490_000_uk_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0490manaphy/manaphy.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0490manaphy/poke_capture_0490_000_uk_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0490manaphy/manaphy_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0491darkrai/poke_capture_0491_000_uk_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0491darkrai/darkrai.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0491darkrai/poke_capture_0491_000_uk_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0491darkrai/darkrai_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0492shaymin/poke_capture_0492_000_uk_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0492shaymin/shaymin.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0492shaymin/poke_capture_0492_000_uk_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0492shaymin/shaymin_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0492shaymin/poke_capture_0492_001_uk_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0492shaymin/shaymin-sky.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0492shaymin/poke_capture_0492_001_uk_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0492shaymin/shaymin-sky_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0493arceus/poke_capture_0493_000_uk_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0493arceus/arceus.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0493arceus/poke_capture_0493_000_uk_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0493arceus/arceus_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0493arceus/poke_capture_0493_001_uk_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0493arceus/arceus-bug.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0493arceus/poke_capture_0493_001_uk_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0493arceus/arceus-bug_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0493arceus/poke_capture_0493_002_uk_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0493arceus/arceus-dark.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0493arceus/poke_capture_0493_002_uk_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0493arceus/arceus-dark_shiny.png,mapped,variant-index
