,model_folder,model_file,sprite_folder,sprite_file,model_path,sprite_path
1043,0469yanmega,poke_capture_0469_000_mf_n_00000000_f_n.png,0469yanmega,yanmega.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0469yanmega/poke_capture_0469_000_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0469yanmega/yanmega.png
1044,0469yanmega,poke_capture_0469_000_mf_n_00000000_f_r.png,0469yanmega,yanmega_shiny.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0469yanmega/poke_capture_0469_000_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0469yanmega/yanmega_shiny.png
1045,0470leafeon,poke_capture_0470_000_mf_n_00000000_f_n.png,0470leafeon,leafeon.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0470leafeon/poke_capture_0470_000_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0470leafeon/leafeon.png
1046,0470leafeon,poke_capture_0470_000_mf_n_00000000_f_r.png,0470leafeon,leafeon_shiny.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0470leafeon/poke_capture_0470_000_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0470leafeon/leafeon_shiny.png
1047,0472gliscor,poke_capture_0472_000_mf_n_00000000_f_n.png,0472gliscor,gliscor.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0472gliscor/poke_capture_0472_000_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0472gliscor/gliscor.png
1048,0472gliscor,poke_capture_0472_000_mf_n_00000000_f_r.png,0472gliscor,gliscor_shiny.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0472gliscor/poke_capture_0472_000_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0472gliscor/gliscor_shiny.png
1049,0473mamoswine,poke_capture_0473_000_md_n_00000000_f_n.png,0473mamoswine,mamoswine.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0473mamoswine/poke_capture_0473_000_md_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0473mamoswine/mamoswine.png
1050,0473mamoswine,poke_capture_0473_000_md_n_00000000_f_r.png,0473mamoswine,mamoswine_shiny.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0473mamoswine/poke_capture_0473_000_md_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0473mamoswine/mamoswine_shiny.png
1051,0474porygon-z,poke_capture_0474_000_uk_n_00000000_f_n.png,0474porygon-z,porygon-z.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0474porygon-z/poke_capture_0474_000_uk_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0474porygon-z/porygon-z.png
1052,0474porygon-z,poke_capture_0474_000_uk_n_00000000_f_r.png,0474porygon-z,porygon-z_shiny.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0474porygon-z/poke_capture_0474_000_uk_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0474porygon-z/porygon-z_shiny.png
1053,0475gallade,poke_capture_0475_000_mo_n_00000000_f_n.png,0475gallade,gallade.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0475gallade/poke_capture_0475_000_mo_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0475gallade/gallade.png
1054,0475gallade,poke_capture_0475_000_mo_n_00000000_f_r.png,0475gallade,gallade_shiny.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0475gallade/poke_capture_0475_000_mo_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0475gallade/gallade_shiny.png
1055,0475gallade,poke_capture_0475_001_mo_n_00000000_f_n.png,0475gallade,gallade-mega.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0475gallade/poke_capture_0475_001_mo_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0475gallade/gallade-mega.png
1056,0475gallade,poke_capture_0475_001_mo_n_00000000_f_r.png,0475gallade,gallade-mega_shiny.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0475gallade/poke_capture_0475_001_mo_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0475gallade/gallade-mega_shiny.png
1057,0476probopass,poke_capture_0476_000_mf_n_00000000_f_n.png,0476probopass,probopass.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0476probopass/poke_capture_0476_000_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0476probopass/probopass.png
1058,0476probopass,poke_capture_0476_000_mf_n_00000000_f_r.png,0476probopass,probopass_shiny.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0476probopass/poke_capture_0476_000_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0476probopass/probopass_shiny.png
1059,0478froslass,poke_capture_0478_000_fo_n_00000000_f_n.png,0478froslass,froslass.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0478froslass/poke_capture_0478_000_fo_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0478froslass/froslass.png
1060,0478froslass,poke_capture_0478_000_fo_n_00000000_f_r.png,0478froslass,froslass_shiny.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0478froslass/poke_capture_0478_000_fo_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0478froslass/froslass_shiny.png
1061,0479rotom,poke_capture_0479_001_uk_n_00000000_f_n.png,0479rotom,rotom-heat.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0479rotom/poke_capture_0479_001_uk_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0479rotom/rotom-heat.png
1062,0479rotom,poke_capture_0479_001_uk_n_00000000_f_r.png,0479rotom,rotom-heat_shiny.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0479rotom/poke_capture_0479_001_uk_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0479rotom/rotom-heat_shiny.png
1063,0479rotom,poke_capture_0479_002_uk_n_00000000_f_n.png,0479rotom,rotom-wash_right.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0479rotom/poke_capture_0479_002_uk_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0479rotom/rotom-wash_right.png
1064,0479rotom,poke_capture_0479_002_uk_n_00000000_f_r.png,0479rotom,rotom-wash_shiny_right.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0479rotom/poke_capture_0479_002_uk_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0479rotom/rotom-wash_shiny_right.png
1065,0479rotom,poke_capture_0479_004_uk_n_00000000_f_n.png,0479rotom,rotom-fan.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0479rotom/poke_capture_0479_004_uk_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0479rotom/rotom-fan.png
1066,0479rotom,poke_capture_0479_004_uk_n_00000000_f_r.png,0479rotom,rotom-fan_shiny.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0479rotom/poke_capture_0479_004_uk_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0479rotom/rotom-fan_shiny.png
1067,0480uxie,poke_capture_0480_000_uk_n_00000000_f_n.png,0480uxie,uxie.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0480uxie/poke_capture_0480_000_uk_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0480uxie/uxie.png
1068,0480uxie,poke_capture_0480_000_uk_n_00000000_f_r.png,0480uxie,uxie_shiny.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0480uxie/poke_capture_0480_000_uk_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0480uxie/uxie_shiny.png
1069,0481mesprit,poke_capture_0481_000_uk_n_00000000_f_n.png,0481mesprit,mesprit.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0481mesprit/poke_capture_0481_000_uk_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0481mesprit/mesprit.png
1070,0481mesprit,poke_capture_0481_000_uk_n_00000000_f_r.png,0481mesprit,mesprit_shiny.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0481mesprit/poke_capture_0481_000_uk_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0481mesprit/mesprit_shiny.png
1071,0484palkia,poke_capture_0484_000_uk_n_00000000_f_n.png,0484palkia,palkia.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0484palkia/poke_capture_0484_000_uk_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0484palkia/palkia.png
1072,0484palkia,poke_capture_0484_000_uk_n_00000000_f_r.png,0484palkia,palkia_shiny.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0484palkia/poke_capture_0484_000_uk_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0484palkia/palkia_shiny.png
1073,0485heatran,poke_capture_0485_000_mf_n_00000000_f_n.png,0485heatran,heatran.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0485heatran/poke_capture_0485_000_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0485heatran/heatran.png
1074,0485heatran,poke_capture_0485_000_mf_n_00000000_f_r.png,0485heatran,heatran_shiny.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0485heatran/poke_capture_0485_000_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0485heatran/heatran_shiny.png
1075,0486regigigas,poke_capture_0486_000_uk_n_00000000_f_n.png,0486regigigas,regigigas.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0486regigigas/poke_capture_0486_000_uk_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0486regigigas/regigigas.png
1076,0486regigigas,poke_capture_0486_000_uk_n_00000000_f_r.png,0486regigigas,regigigas_shiny.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0486regigigas/poke_capture_0486_000_uk_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0486regigigas/regigigas_shiny.png
1077,0487giratina,poke_capture_0487_000_uk_n_00000000_f_n.png,0487giratina,giratina.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0487giratina/poke_capture_0487_000_uk_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0487giratina/giratina.png
1078,0487giratina,poke_capture_0487_000_uk_n_00000000_f_r.png,0487giratina,giratina_shiny.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0487giratina/poke_capture_0487_000_uk_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0487giratina/giratina_shiny.png
1079,0487giratina,poke_capture_0487_001_uk_n_00000000_f_n.png,0487giratina,giratina-origin.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0487giratina/poke_capture_0487_001_uk_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0487giratina/giratina-origin.png
1080,0487giratina,poke_capture_0487_001_uk_n_00000000_f_r.png,0487giratina,giratina-origin_shiny.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0487giratina/poke_capture_0487_001_uk_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0487giratina/giratina-origin_shiny.png
1081,0489phione,poke_capture_0489_000_uk_n_00000000_f_n.png,0489phione,phione.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0489phione/poke_capture_0489_000_uk_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0489phione/phione.png
1082,0489phione,poke_capture_0489_000_uk_n_00000000_f_r.png,0489phione,phione_shiny.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0489phione/poke_capture_0489_000_uk_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0489phione/phione_shiny.png
1083,0490manaphy,poke_capture_0490_000_uk_n_00000000_f_n.png,0490manaphy,manaphy.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0490manaphy/poke_capture_0490_000_uk_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0490manaphy/manaphy.png
1084,0490manaphy,poke_capture_0490_000_uk_n_00000000_f_r.png,0490manaphy,manaphy_shiny.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0490manaphy/poke_capture_0490_000_uk_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0490manaphy/manaphy_shiny.png
1085,0491darkrai,poke_capture_0491_000_uk_n_00000000_f_n.png,0491darkrai,darkrai.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0491darkrai/poke_capture_0491_000_uk_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0491darkrai/darkrai.png
1086,0491darkrai,poke_capture_0491_000_uk_n_00000000_f_r.png,0491darkrai,darkrai_shiny.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0491darkrai/poke_capture_0491_000_uk_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0491darkrai/darkrai_shiny.png
1087,0492shaymin,poke_capture_0492_000_uk_n_00000000_f_n.png,0492shaymin,shaymin.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0492shaymin/poke_capture_0492_000_uk_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0492shaymin/shaymin.png
1088,0492shaymin,poke_capture_0492_000_uk_n_00000000_f_r.png,0492shaymin,shaymin_shiny.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0492shaymin/poke_capture_0492_000_uk_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0492shaymin/shaymin_shiny.png
1089,0493arceus,poke_capture_0493_000_uk_n_00000000_f_n.png,0493arceus,arceus.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0493arceus/poke_capture_0493_000_uk_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0493arceus/arceus.png
1090,0493arceus,poke_capture_0493_000_uk_n_00000000_f_r.png,0493arceus,arceus_shiny.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0493arceus/poke_capture_0493_000_uk_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0493arceus/arceus_shiny.png
1091,0493arceus,poke_capture_0493_001_uk_n_00000000_f_n.png,0493arceus,arceus-fighting.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0493arceus/poke_capture_0493_001_uk_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0493arceus/arceus-fighting.png
1092,0493arceus,poke_capture_0493_001_uk_n_00000000_f_r.png,0493arceus,arceus-fighting_shiny.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0493arceus/poke_capture_0493_001_uk_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0493arceus/arceus-fighting_shiny.png
1093,0493arceus,poke_capture_0493_002_uk_n_00000000_f_n.png,0493arceus,arceus-flying.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0493arceus/poke_capture_0493_002_uk_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0493arceus/arceus-flying.png
1094,0493arceus,poke_capture_0493_002_uk_n_00000000_f_r.png,0493arceus,arceus-flying_shiny.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0493arceus/poke_capture_0493_002_uk_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0493arceus/arceus-flying_shiny.png
1095,0493arceus,poke_capture_0493_003_uk_n_00000000_f_n.png,0493arceus,arceus-poison.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0493arceus/poke_capture_0493_003_uk_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0493arceus/arceus-poison.png
1096,0493arceus,poke_capture_0493_003_uk_n_00000000_f_r.png,0493arceus,arceus-poison_shiny.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0493arceus/poke_capture_0493_003_uk_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0493arceus/arceus-poison_shiny.png
1097,0493arceus,poke_capture_0493_004_uk_n_00000000_f_n.png,0493arceus,arceus-ground.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0493arceus/poke_capture_0493_004_uk_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0493arceus/arceus-ground.png
1098,0493arceus,poke_capture_0493_004_uk_n_00000000_f_r.png,0493arceus,arceus-ground_shiny.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0493arceus/poke_capture_0493_004_uk_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0493arceus/arceus-ground_shiny.png
1099,0493arceus,poke_capture_0493_005_uk_n_00000000_f_n.png,0493arceus,arceus-rock.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0493arceus/poke_capture_0493_005_uk_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0493arceus/arceus-rock.png
1100,0493arceus,poke_capture_0493_005_uk_n_00000000_f_r.png,0493arceus,arceus-rock_shiny.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0493arceus/poke_capture_0493_005_uk_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0493arceus/arceus-rock_shiny.png
1101,0493arceus,poke_capture_0493_006_uk_n_00000000_f_n.png,0493arceus,arceus-bug.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0493arceus/poke_capture_0493_006_uk_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0493arceus/arceus-bug.png
1102,0493arceus,poke_capture_0493_006_uk_n_00000000_f_r.png,0493arceus,arceus-bug_shiny.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0493arceus/poke_capture_0493_006_uk_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0493arceus/arceus-bug_shiny.png
1103,0493arceus,poke_capture_0493_007_uk_n_00000000_f_n.png,0493arceus,arceus-ghost.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0493arceus/poke_capture_0493_007_uk_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0493arceus/arceus-ghost.png
1104,0493arceus,poke_capture_0493_007_uk_n_00000000_f_r.png,0493arceus,arceus-ghost_shiny.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0493arceus/poke_capture_0493_007_uk_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0493arceus/arceus-ghost_shiny.png
1105,0493arceus,poke_capture_0493_008_uk_n_00000000_f_n.png,0493arceus,arceus-steel.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0493arceus/poke_capture_0493_008_uk_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0493arceus/arceus-steel.png
1106,0493arceus,poke_capture_0493_008_uk_n_00000000_f_r.png,0493arceus,arceus-steel_shiny.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0493arceus/poke_capture_0493_008_uk_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0493arceus/arceus-steel_shiny.png
1107,0493arceus,poke_capture_0493_009_uk_n_00000000_f_n.png,0493arceus,arceus-fire.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0493arceus/poke_capture_0493_009_uk_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0493arceus/arceus-fire.png
1108,0493arceus,poke_capture_0493_009_uk_n_00000000_f_r.png,0493arceus,arceus-fire_shiny.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0493arceus/poke_capture_0493_009_uk_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0493arceus/arceus-fire_shiny.png
1109,0493arceus,poke_capture_0493_010_uk_n_00000000_f_n.png,0493arceus,arceus-water.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0493arceus/poke_capture_0493_010_uk_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0493arceus/arceus-water.png
1110,0493arceus,poke_capture_0493_010_uk_n_00000000_f_r.png,0493arceus,arceus-water_shiny.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0493arceus/poke_capture_0493_010_uk_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0493arceus/arceus-water_shiny.png
1111,0493arceus,poke_capture_0493_011_uk_n_00000000_f_n.png,0493arceus,arceus-grass.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0493arceus/poke_capture_0493_011_uk_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0493arceus/arceus-grass.png
1112,0493arceus,poke_capture_0493_011_uk_n_00000000_f_r.png,0493arceus,arceus-grass_shiny.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0493arceus/poke_capture_0493_011_uk_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0493arceus/arceus-grass_shiny.png
1113,0493arceus,poke_capture_0493_012_uk_n_00000000_f_n.png,0493arceus,arceus-electric.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0493arceus/poke_capture_0493_012_uk_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0493arceus/arceus-electric.png
1114,0493arceus,poke_capture_0493_012_uk_n_00000000_f_r.png,0493arceus,arceus-electric_shiny.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0493arceus/poke_capture_0493_012_uk_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0493arceus/arceus-electric_shiny.png
1115,0493arceus,poke_capture_0493_013_uk_n_00000000_f_n.png,0493arceus,arceus-psychic.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0493arceus/poke_capture_0493_013_uk_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0493arceus/arceus-psychic.png
1116,0493arceus,poke_capture_0493_013_uk_n_00000000_f_r.png,0493arceus,arceus-psychic_shiny.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0493arceus/poke_capture_0493_013_uk_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0493arceus/arceus-psychic_shiny.png
1117,0493arceus,poke_capture_0493_014_uk_n_00000000_f_n.png,0493arceus,arceus-ice.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0493arceus/poke_capture_0493_014_uk_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0493arceus/arceus-ice.png
1118,0493arceus,poke_capture_0493_014_uk_n_00000000_f_r.png,0493arceus,arceus-ice_shiny.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0493arceus/poke_capture_0493_014_uk_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0493arceus/arceus-ice_shiny.png
1119,0493arceus,poke_capture_0493_015_uk_n_00000000_f_n.png,0493arceus,arceus-dragon.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0493arceus/poke_capture_0493_015_uk_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0493arceus/arceus-dragon.png
1120,0493arceus,poke_capture_0493_015_uk_n_00000000_f_r.png,0493arceus,arceus-dragon_shiny.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0493arceus/poke_capture_0493_015_uk_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0493arceus/arceus-dragon_shiny.png
1121,0493arceus,poke_capture_0493_016_uk_n_00000000_f_n.png,0493arceus,arceus-dark.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0493arceus/poke_capture_0493_016_uk_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0493arceus/arceus-dark.png
1122,0493arceus,poke_capture_0493_016_uk_n_00000000_f_r.png,0493arceus,arceus-dark_shiny.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0493arceus/poke_capture_0493_016_uk_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0493arceus/arceus-dark_shiny.png
1123,0493arceus,poke_capture_0493_017_uk_n_00000000_f_n.png,0493arceus,arceus-fairy.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0493arceus/poke_capture_0493_017_uk_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0493arceus/arceus-fairy.png
1124,0493arceus,poke_capture_0493_017_uk_n_00000000_f_r.png,0493arceus,arceus-fairy_shiny.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0493arceus/poke_capture_0493_017_uk_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0493arceus/arceus-fairy_shiny.png
1125,0494victini,poke_capture_0494_000_uk_n_00000000_f_n.png,0494victini,victini.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0494victini/poke_capture_0494_000_uk_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0494victini/victini.png
1126,0494victini,poke_capture_0494_000_uk_n_00000000_f_r.png,0494victini,victini_shiny.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0494victini/poke_capture_0494_000_uk_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0494victini/victini_shiny.png
1127,0495snivy,poke_capture_0495_000_mf_n_00000000_f_n.png,0495snivy,snivy.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0495snivy/poke_capture_0495_000_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0495snivy/snivy.png
1128,0495snivy,poke_capture_0495_000_mf_n_00000000_f_r.png,0495snivy,snivy_shiny.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0495snivy/poke_capture_0495_000_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0495snivy/snivy_shiny.png
1129,0497serperior,poke_capture_0497_000_mf_n_00000000_f_n.png,0497serperior,serperior.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0497serperior/poke_capture_0497_000_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0497serperior/serperior.png
1130,0497serperior,poke_capture_0497_000_mf_n_00000000_f_r.png,0497serperior,serperior_shiny.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0497serperior/poke_capture_0497_000_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0497serperior/serperior_shiny.png
1131,0499pignite,poke_capture_0499_000_mf_n_00000000_f_n.png,0499pignite,pignite.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0499pignite/poke_capture_0499_000_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0499pignite/pignite.png
